,agregacao,area_construida,area_terreno,area_ocupada,maximo_de_pavimentos,media_testada,CA,TO,exercicio
1,Arco Jurubatuba,6654044.0,14010379.449899994,4243650.6704,22.0,10.5,0.4749367441327577,0.3028933431514085,1997
2,Arco Leste,16530218.0,29384654.1352,11219449.604799993,44.0,10.0,0.5625459440136266,0.38181322649498767,1997
3,Arco Pinheiros,3790251.0,12368267.406900002,2386344.7533,26.0,13.0,0.30644963237821793,0.19294090876210418,1997
4,Arco Tamanduatei,9789355.0,11716181.948700001,5899264.4350999985,26.0,8.600000000000001,0.8355413941899564,0.5035142387622759,1997
5,Arco Tiete,28858944.0,37131493.75809998,15246709.500800006,31.0,10.0,0.777209346545737,0.41061395483110724,1997
6,Avenida Cupece,1556949.0,1908680.0963,766913.7145000002,25.0,10.985,0.8157202472107111,0.40180317067625526,1997
7,Centro,12728577.0,3503852.4483000026,2550549.7994999983,46.0,12.8,3.632737733055981,0.727927284933894,1997
8,Faria Lima-Agua Espraiada-Chucri Zaidan,13133094.0,13923183.225599993,5133089.869600001,34.0,10.0,0.9432536932971414,0.36867214820257455,1997
9,Fernao Dias,759554.0,1921819.8904,590979.932,6.0,10.8,0.39522642251449974,0.30751057107489704,1997
10,Fora de Setor,250892501.0,442347262.0429,133122212.53179994,199.23,10.0,0.5671844781886946,0.30094503561975117,1997
11,Noroeste,2721859.0,8453510.990199998,2012476.0421,21.0,11.201763888888888,0.3219797079764138,0.23806392922810735,1997
0,Arco Jacu-Pessego,3199234.0,9271225.862299997,2082162.7848,18.0,10.0,0.3450713042176212,0.2245833308049146,2008
1,Arco Jurubatuba,7851076.0,13921588.374299992,4448132.967499999,26.0,10.3,0.5639497296510729,0.31951332332964927,2008
2,Arco Leste,20891542.0,31071214.566999983,12880716.061299993,44.0,10.0,0.6723760976562668,0.41455463652780095,2008
3,Arco Pinheiros,4663691.0,11803685.6467,2738578.3023,26.0,13.842857142857143,0.3951046427014807,0.23201044015143138,2008
4,Arco Tamanduatei,11586572.0,12310236.145900005,6337694.473100002,28.0,8.600000000000001,0.941214438348445,0.5148312670842474,2008
5,Arco Tiete,32823811.0,37246284.09309998,15863167.990999995,31.0,9.774999999999999,0.8812640455073137,0.42589934478695307,2008
6,Avenida Cupece,2247660.0,2351756.0439000004,1053376.6736,27.0,10.5,0.9557368868382393,0.4479106905379302,2008
7,Centro,12890962.0,3505438.8715000004,2556395.3794999984,46.0,12.5078125,3.677417428330129,0.7292654281562468,2008
8,Faria Lima-Agua Espraiada-Chucri Zaidan,18468427.0,13047851.007999992,5617987.975400003,42.0,10.0,1.4154382195716755,0.4305680661095426,2008
9,Fernao Dias,783528.0,1953893.8904,609170.932,5.0,10.956666666666667,0.4010084702397,0.3117727810056722,2008
10,Fora de Setor,311709074.0,442374075.1204001,149816444.09659988,47.0,10.0,0.7046278060376001,0.3386646110666061,2008
11,Noroeste,3519310.0,8884131.373499997,2403060.1999999997,21.0,10.75,0.39613439424112556,0.2704890437761828,2008
0,Arco Jacu-Pessego,2670370.0,8964199.1371,1811389.0200999998,16.0,10.0,0.2978927575301377,0.20206925263443007,2002
1,Arco Jurubatuba,7144306.0,13950147.557299992,4416768.510399999,25.0,10.494166666666668,0.5121312137133235,0.31661088115793745,2002
2,Arco Leste,19571370.0,29863821.447799996,12488934.3267,44.0,10.0,0.6553538378941045,0.41819612230570824,2002
3,Arco Pinheiros,3933315.0,11896388.087000001,2459660.24,26.0,13.0,0.33063102609255013,0.2067568931016835,2002
4,Arco Tamanduatei,10817464.0,12226047.7424,6297739.307199999,26.0,8.616812500000002,0.8847883001867379,0.5151083522567481,2002
5,Arco Tiete,30883430.0,37185920.26549999,15739341.600799998,31.0,9.875,0.8305140703658408,0.4232607795752873,2002
6,Avenida Cupece,2120168.0,2359216.8860000004,1033455.2925999999,27.0,10.59,0.8986744765101684,0.4380501422877658,2002
7,Centro,12794602.0,3449379.5875999993,2549732.011899999,46.0,13.094999999999999,3.7092473226184413,0.7391856845984426,2002
8,Faria Lima-Agua Espraiada-Chucri Zaidan,15644690.0,13682240.236099992,5528497.8649,37.0,10.0,1.1434304419478156,0.40406379141869625,2002
9,Fernao Dias,763253.0,1900716.8904,596302.932,6.0,10.791666666666668,0.40156059214025075,0.3137252765058083,2002
10,Fora de Setor,285113299.0,443145550.34879977,144503761.36399972,47.0,10.0,0.6433852236033678,0.32608645455259755,2002
11,Noroeste,3089536.0,8455321.6019,2192078.0620999997,21.0,10.88388888888889,0.3653954450775413,0.2592542501999471,2002
0,Arco Jacu-Pessego,4439706.0,10015859.799199998,2693822.4861999997,18.0,10.0,0.44326758650861053,0.2689556902958211,2014
1,Arco Jurubatuba,8898286.0,11557344.81069999,4317004.2098,30.0,10.25,0.769924766090029,0.37352906575939854,2014
2,Arco Leste,22552908.0,29854620.681599982,12634817.700999998,44.0,10.0,0.7554243693305346,0.4232114631684835,2014
3,Arco Pinheiros,5838659.0,12013988.9131,2863747.0458,30.0,13.451666666666668,0.4859883792329417,0.2383677117162463,2014
4,Arco Tamanduatei,12866836.0,12350557.015600003,6444290.7591,30.0,8.6375,1.0418020809707518,0.5217813861318327,2014
5,Arco Tiete,36794490.0,37335976.84429999,16478061.33009999,31.0,9.825,0.9854969150383257,0.4413453918406226,2014
6,Avenida Cupece,2491728.0,2376008.125900001,1098850.3901000002,29.0,10.198157894736841,1.048703484149982,0.46247753874316827,2014
7,Centro,13034798.0,3542432.5621000016,2559722.669799998,46.0,12.6625,3.6796178251796547,0.722588962507323,2014
8,Faria Lima-Agua Espraiada-Chucri Zaidan,23582997.0,13810864.791199995,5879147.794200002,42.0,10.0,1.7075684511100717,0.4256900551184946,2014
9,Fernao Dias,837875.0,1966239.9176999999,652301.9469,5.0,10.875,0.42613060209870035,0.33175094301972424,2014
10,Fora de Setor,338234943.0,430844115.1056005,151632160.37730008,50.0,10.0,0.7850517882020929,0.3519420483209683,2014
11,Noroeste,4045299.0,10149432.294,2588068.3226000005,31.0,10.892857142857142,0.3985739185029535,0.2549963631098834,2014
0,Arco Jacu-Pessego,5429436.0,14180877.815699998,3260146.9166000006,20.0,10.0,0.3828702334624827,0.22989739838182738,2020
1,Arco Jurubatuba,11916095.0,14882155.019099995,5190235.258599998,33.0,10.3,0.8006968738537324,0.3487556238957844,2020
2,Arco Leste,24855860.0,31336534.819799986,13706159.822099993,44.0,9.9589552238806,0.7931910832813215,0.4373859426677821,2020
3,Arco Pinheiros,6267821.0,12044420.934200004,2847798.0287999995,30.0,13.4625,0.5203920582186388,0.23644125727237808,2020
4,Arco Tamanduatei,14049052.0,12277322.784899998,6439389.468400002,30.0,8.791666666666668,1.1443090848176662,0.5244945971706365,2020
5,Arco Tiete,40953986.0,37458458.33339998,16720465.945499998,34.0,9.928461538461539,1.093317446102239,0.44637357460574206,2020
6,Avenida Cupece,2945983.0,2673987.3604000006,1262334.7939000002,29.0,10.0,1.101719119405004,0.472079566490983,2020
7,Centro,13801597.0,3540598.0867000017,2548358.4085999993,46.0,12.845833333333335,3.8980976270208956,0.7197536535346165,2020
8,Faria Lima-Agua Espraiada-Chucri Zaidan,28172545.0,13552694.8626,6117781.204200004,42.0,10.0,2.0787411865772114,0.4514069907293955,2020
9,Fernao Dias,1042622.0,2026737.1796,743266.2538999999,19.0,11.269166666666667,0.5144337462668808,0.3667304578912852,2020
10,Fora de Setor,382643122.0,474230804.6129015,167076264.34359962,50.0,10.0,0.8068710810811596,0.35231002018095026,2020
11,Noroeste,4525973.0,10706390.2908,2843899.8447000002,33.0,10.892857142857142,0.4227356631944539,0.26562639390642834,2020
0,Arco Jacu-Pessego,3283645.0,9434027.897,2138507.7801,18.0,10.0,0.3480639484905691,0.22668024765752928,2009
1,Arco Jurubatuba,7860042.0,14014954.17799999,4418298.2222,28.0,10.30625,0.5608325150529797,0.31525598771743646,2009
2,Arco Leste,21227701.0,31131143.25839998,12944660.770099992,44.0,10.0,0.6818799047565407,0.41581064539308854,2009
3,Arco Pinheiros,4716234.0,11968172.8757,2699226.3905,26.0,13.451666666666668,0.3940646620818597,0.22553370665128586,2009
4,Arco Tamanduatei,11686072.0,12322173.212800005,6311220.826300002,30.0,8.562916666666666,0.9483775141109656,0.5121840699126062,2009
5,Arco Tiete,33341618.0,37381963.27079999,15948942.716699993,31.0,9.761458333333334,0.8919172532076183,0.42664807627046497,2009
6,Avenida Cupece,2323294.0,2357114.7281000004,1066906.3461000002,27.0,10.24,0.9856516410945927,0.45263233621216287,2009
7,Centro,12896649.0,3506562.585200001,2557888.778999998,46.0,12.452083333333334,3.677860778653242,0.7294576146440305,2009
8,Faria Lima-Agua Espraiada-Chucri Zaidan,19593031.0,13736696.804399993,5779721.341200004,42.0,10.0,1.4263276884530325,0.42075044848836624,2009
9,Fernao Dias,777940.0,1940117.8904,604399.932,5.0,10.913333333333334,0.4009756334134983,0.31152742572534553,2009
10,Fora de Setor,316916974.0,447609481.71470016,151096766.65729988,47.0,10.0,0.708021136607643,0.3375638203160468,2009
11,Noroeste,3543550.0,8877744.9005,2414099.7598,21.0,10.7375,0.399149788568539,0.2719271376747981,2009
0,Arco Jacu-Pessego,2740279.0,8889766.011999998,1828571.3533999997,18.0,10.0,0.3082509704193551,0.20569398012632417,2004
1,Arco Jurubatuba,7445772.0,14024183.871299991,4475816.6415,25.0,10.5,0.5309237292044863,0.31914988298603275,2004
2,Arco Leste,20023950.0,29892042.48489999,12630754.049799997,44.0,10.0,0.6698756035194025,0.4225457011236499,2004
3,Arco Pinheiros,4108984.0,11853096.076900002,2527184.3891,26.0,13.633333333333333,0.3466591322083203,0.21320879985315588,2004
4,Arco Tamanduatei,11286382.0,12248986.308500003,6357324.8433,27.0,8.631794117647058,0.9214135533948619,0.5190082414320627,2004
5,Arco Tiete,31388421.0,37150081.40789998,15795705.336499998,31.0,9.872,0.8449085388363439,0.4251862913318148,2004
6,Avenida Cupece,2134477.0,2355509.1427,1036429.6286,27.0,10.65,0.906163750887996,0.44000237987274105,2004
7,Centro,12837282.0,3508558.4368,2573420.9228999997,46.0,12.755833333333332,3.6588479944795544,0.7334695913593227,2004
8,Faria Lima-Agua Espraiada-Chucri Zaidan,16314811.0,13655522.948899984,5498693.2526,37.0,10.0,1.1947408430311512,0.4026717448446707,2004
9,Fernao Dias,775451.0,1974004.8904,605214.932,5.0,10.875,0.3928313469592608,0.30659241775098295,2004
10,Fora de Setor,293737280.0,442857891.83730066,146244165.5465998,47.0,10.0,0.6632766072686691,0.33022820241470985,2004
11,Noroeste,3275474.0,8803389.182,2286085.7198,21.0,10.91,0.3720696577515003,0.25968245553363517,2004
0,Arco Jacu-Pessego,4497285.0,10349606.572599998,2719363.2643,18.0,10.0,0.4345368076025527,0.26275039975909437,2015
1,Arco Jurubatuba,9142471.0,13538201.599799993,4593557.873500002,30.0,10.2,0.675309119354159,0.33930340301387335,2015
2,Arco Leste,22775484.0,30729388.49079997,13092764.864699993,44.0,9.98590909090909,0.7411629426605323,0.4260665606352635,2015
3,Arco Pinheiros,5895253.0,12009403.180700002,2837152.3776,30.0,13.451666666666668,0.49088642551980494,0.23624424419021198,2015
4,Arco Tamanduatei,13255487.0,12352466.671000004,6455486.141300001,30.0,8.75,1.0731044537946437,0.5226070479069256,2015
5,Arco Tiete,37560766.0,37386028.932299994,16585274.217099998,31.0,9.84,1.0046738600672573,0.4436222484910935,2015
6,Avenida Cupece,2528211.0,2378305.1639000005,1103686.6092000003,29.0,10.286666666666667,1.0630305304699337,0.46406433705511074,2015
7,Centro,13149906.0,3546116.5993000017,2562580.426399998,46.0,12.6625,3.7082553919957886,0.7226441530168093,2015
8,Faria Lima-Agua Espraiada-Chucri Zaidan,24530634.0,13801857.023899993,5939179.496400005,42.0,10.0,1.7773430022874106,0.4303174193237491,2015
9,Fernao Dias,837200.0,1966419.9176999999,651986.9469,5.0,10.875,0.42574833201406,0.331560385974217,2015
10,Fora de Setor,342764643.0,430624040.94530016,152617900.37210006,50.0,10.0,0.7959719161233256,0.35441100788770474,2015
11,Noroeste,4088067.0,10364734.444799999,2616950.3914,31.0,10.822222222222223,0.3944208143268918,0.2524860048597702,2015
