,agregacao,area_construida,area_terreno,area_ocupada,maximo_de_pavimentos,media_testada,CA,TO,exercicio
6,Macroarea de Reducao da Vulnerabilidade Urbana,49880777.0,105781334.67820007,33723558.82949999,32.0,10.0,0.4715461111522511,0.31880443683274784,2005
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,18270292.0,68650190.27539998,13552671.454599993,40.0,10.260495283018868,0.2661360722629629,0.19741637132004336,2005
8,Macroarea de Urbanizacao Consolidada,109504143.0,73916839.26529995,30752949.481599953,40.0,11.0,1.481450561041595,0.4160479504706966,2005
0,Fora de MacroÁrea,4952.0,95866.0,4205.0,3.0,18.25,0.051655435712348485,0.04386330920242839,2016
1,Macroarea de Contencao Urbana e Uso Sustentavel,20539.0,1573707.0,15991.0,3.0,41.43750000000001,0.013051349457046325,0.01016135786394799,2016
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,12891284.0,45007180.87040002,8175985.754499999,29.0,11.131534090909092,0.2864272711752591,0.18165958401267293,2016
3,Macroarea de Estruturacao Metropolitana,144462794.0,148355848.64120027,60082635.70909994,46.0,10.0,0.9737586709465317,0.4049900038279599,2016
4,Macroarea de Preservacao dos Ecossistemas Naturais,31723.0,3472518.0,18440.0,3.0,200.0,0.009135445806184446,0.005310267650160488,2016
5,Macroarea de Qualificacao da Urbanizacao,134762030.0,148733027.0483999,66160436.64270001,47.0,9.916666666666668,0.9060666126034432,0.44482680111909806,2016
6,Macroarea de Reducao da Vulnerabilidade Urbana,67238589.0,113150690.92580001,39346064.54240005,38.0,10.0,0.5942393144032373,0.3477315447256237,2016
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,24383903.0,74375288.04019997,16593222.542699998,50.0,10.0,0.32784952693992203,0.22310128780585473,2016
8,Macroarea de Urbanizacao Consolidada,128275170.0,74215892.12399994,32803020.851399958,40.0,10.962499999999999,1.7284056868261828,0.4419945635982204,2016
0,Fora de MacroÁrea,4255.0,95865.0,3802.0,2.0,19.132142857142856,0.044385333541960045,0.03965993845511918,2013
1,Macroarea de Contencao Urbana e Uso Sustentavel,20199.0,1611648.0,15745.0,3.0,41.43750000000001,0.012533133786037647,0.009769503018028751,2013
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,11368418.0,38506167.3545,7090270.147100002,29.0,11.2,0.29523629021135067,0.18413336445106893,2013
3,Macroarea de Estruturacao Metropolitana,132004285.0,144233734.68980023,57570486.38529995,46.0,10.0,0.9152108921251898,0.39914716559974894,2013
4,Macroarea de Preservacao dos Ecossistemas Naturais,31499.0,3472518.0,18216.0,3.0,200.0,0.009070939301106574,0.005245761145082618,2013
5,Macroarea de Qualificacao da Urbanizacao,120550117.0,136876178.91980004,60740061.26400003,47.0,9.86210591133005,0.880723862627945,0.44375918252064517,2013
6,Macroarea de Reducao da Vulnerabilidade Urbana,56846947.0,105962965.69290005,36094898.72,38.0,10.0,0.536479388135972,0.3406369242685183,2013
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,21965248.0,68918411.97429997,14703462.546599993,50.0,10.0,0.3187137859211114,0.21334592782089917,2013
8,Macroarea de Urbanizacao Consolidada,123743064.0,74122420.59959988,32303837.406699993,40.0,10.85,1.6694417559356929,0.43581735654858483,2013
0,Fora de MacroÁrea,4952.0,95866.0,4205.0,3.0,18.25,0.051655435712348485,0.04386330920242839,2017
1,Macroarea de Contencao Urbana e Uso Sustentavel,20539.0,1573707.0,15991.0,3.0,41.43750000000001,0.013051349457046325,0.01016135786394799,2017
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,13147486.0,45678231.886,8340874.4180999985,29.0,11.142857142857142,0.28782825992066463,0.1826006409117689,2017
3,Macroarea de Estruturacao Metropolitana,147683660.0,149512872.3715002,60464901.444099896,46.0,10.0,0.9877655191657674,0.40441268022635873,2017
4,Macroarea de Preservacao dos Ecossistemas Naturais,31723.0,3472518.0,18440.0,3.0,200.0,0.009135445806184446,0.005310267650160488,2017
5,Macroarea de Qualificacao da Urbanizacao,136222844.0,148681636.20299983,66358946.13120004,47.0,9.9075,0.91620490249388,0.4463156838050802,2017
6,Macroarea de Reducao da Vulnerabilidade Urbana,68733701.0,113311633.09670001,39715553.40190005,38.0,10.0,0.6065899777593246,0.35049846442515614,2017
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,25088997.0,75021979.03089996,16874135.483399995,50.0,10.0,0.33442195639315747,0.22492255871375905,2017
8,Macroarea de Urbanizacao Consolidada,129336926.0,74193491.92029998,32879400.298899975,40.0,10.9903125,1.7432381554292675,0.44315747173916054,2017
0,Fora de MacroÁrea,3227.0,95840.0,2900.0,2.0,18.25,0.033670701168614356,0.030258764607679466,2003
1,Macroarea de Contencao Urbana e Uso Sustentavel,15441.0,1304080.0,11744.0,3.0,33.625,0.01184053125575118,0.009005582479602479,2003
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,9904019.0,44585677.89180001,7082336.106399999,28.0,11.375,0.2221345388991271,0.1588477834426411,2003
3,Macroarea de Estruturacao Metropolitana,110934715.0,144231880.71890017,55423624.03040005,46.0,10.0,0.7691414300851108,0.3842674986566776,2003
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3469698.0,15372.0,3.0,150.0,0.008569910118978655,0.004430356763038166,2003
5,Macroarea de Qualificacao da Urbanizacao,107547798.0,146417538.57220006,61554810.265000075,47.0,10.0,0.7345281108312515,0.4204059900559436,2003
6,Macroarea de Reducao da Vulnerabilidade Urbana,48333185.0,105867210.21980008,33127214.819399983,32.0,10.0,0.4565453732052756,0.31291289107006504,2003
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,17743164.0,67874852.74679998,13299795.325699998,40.0,10.301516544117646,0.26140998148738553,0.1959458442630217,2003
8,Macroarea de Urbanizacao Consolidada,106264991.0,74077182.15979993,30500699.088599954,40.0,10.814494134897362,1.434517187367687,0.41174216134198494,2003
0,Fora de MacroÁrea,2942.0,95840.0,2645.0,2.0,17.7125,0.030696994991652755,0.027598080133555927,2000
1,Macroarea de Contencao Urbana e Uso Sustentavel,10205.0,1257263.0,9552.0,3.0,32.7625,0.008116837924921039,0.007597455743150001,2000
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,9324860.0,43775702.9045,6806742.9503,28.0,11.4,0.21301451219053835,0.15549134562497885,2000
3,Macroarea de Estruturacao Metropolitana,104337571.0,142645803.88229993,53541682.23489999,46.0,10.0,0.7314450769690438,0.37534705387533424,2000
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3397698.0,15372.0,3.0,97.65416666666667,0.008751513524745283,0.004524239646960972,2000
5,Macroarea de Qualificacao da Urbanizacao,100021712.0,145303850.49590006,59305809.348800026,47.0,10.0,0.688362432644703,0.4081502943411222,2000
6,Macroarea de Reducao da Vulnerabilidade Urbana,46051169.0,105545466.17100005,32162991.91129998,32.0,10.0,0.4363159372984336,0.30473115594743727,2000
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,16934879.0,67483327.18599999,12801595.893999996,40.0,10.425625,0.25094908188690035,0.18970012931810215,2000
8,Macroarea de Urbanizacao Consolidada,100757835.0,73839626.99599995,29685897.368299995,90.0,10.862830188679244,1.3645496205642842,0.40203206023654675,2000
0,Fora de MacroÁrea,4255.0,95865.0,3802.0,2.0,19.132142857142856,0.044385333541960045,0.03965993845511918,2012
1,Macroarea de Contencao Urbana e Uso Sustentavel,20199.0,1611648.0,15745.0,3.0,41.43750000000001,0.012533133786037647,0.009769503018028751,2012
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,10983451.0,38746592.6039,6939653.0921,29.0,11.0175,0.28346882298224263,0.17910357081054648,2012
3,Macroarea de Estruturacao Metropolitana,129135778.0,143699779.1776002,57387214.20189995,46.0,10.0,0.8986498012665671,0.3993549226751033,2012
4,Macroarea de Preservacao dos Ecossistemas Naturais,31499.0,3469698.0,18216.0,3.0,150.0,0.009078311714737133,0.00525002464191408,2012
5,Macroarea de Qualificacao da Urbanizacao,118226551.0,136537602.6288,60017605.94020002,47.0,9.878571428571428,0.8658900458463328,0.4395683297836112,2012
6,Macroarea de Reducao da Vulnerabilidade Urbana,55919099.0,105158332.58550006,35694998.46189999,38.0,10.0,0.531760989596658,0.3394405139780797,2012
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,21678823.0,68782262.71839997,14563740.085099995,50.0,10.0,0.3151804279651982,0.21173685641493215,2012
8,Macroarea de Urbanizacao Consolidada,122279957.0,74116290.2909999,32175733.420799978,40.0,10.8225,1.6498391449423193,0.43412498513443737,2012
0,Fora de MacroÁrea,2498.0,95841.0,2231.0,2.0,18.75,0.02606400183637483,0.02327813774898008,1996
1,Macroarea de Contencao Urbana e Uso Sustentavel,6678.0,1256843.0,6518.0,2.0,40.37857142857143,0.00531331280040546,0.00518600970845205,1996
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,7855367.0,44617556.72539999,5948152.691899999,28.0,11.5,0.17605999916907322,0.13331417335350906,1996
3,Macroarea de Estruturacao Metropolitana,95258453.0,140107965.05020007,49930009.7629,46.0,10.0,0.6798932021164487,0.35636810330526386,1996
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3397698.0,15372.0,3.0,97.65416666666667,0.008751513524745283,0.004524239646960972,1996
5,Macroarea de Qualificacao da Urbanizacao,88565106.0,143998798.0008001,55518669.72820006,47.0,10.0,0.6150405922104148,0.3855495358224558,1996
6,Macroarea de Reducao da Vulnerabilidade Urbana,36135683.0,105505336.60230003,26297792.179599997,199.23,10.0,0.34250099723592786,0.24925556399795137,1996
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,12371049.0,67641753.87079999,9592667.724699996,19.0,10.55,0.18289071900219328,0.14181577466223888,1996
8,Macroarea de Urbanizacao Consolidada,92212188.0,73072185.93789998,28433073.389399998,90.0,10.93625,1.2619327972255552,0.38910938580055204,1996
0,Fora de MacroÁrea,2942.0,95840.0,2645.0,2.0,18.25,0.030696994991652755,0.027598080133555927,2001
1,Macroarea de Contencao Urbana e Uso Sustentavel,10387.0,1257263.0,9734.0,3.0,33.009375,0.008261596817849567,0.007742214636078529,2001
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,9632560.0,44594944.969,6957581.9443,28.0,11.395,0.21600116351070814,0.15601727839638632,2001
3,Macroarea de Estruturacao Metropolitana,108076145.0,144349687.94660014,54983905.856100015,46.0,10.0,0.7487106244384889,0.38090768770099753,2001
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3469698.0,15372.0,3.0,150.0,0.008569910118978655,0.004430356763038166,2001
5,Macroarea de Qualificacao da Urbanizacao,104608871.0,147026853.18030012,61034925.78040006,47.0,10.0,0.7114950006562227,0.4151277434031216,2001
6,Macroarea de Reducao da Vulnerabilidade Urbana,46884055.0,105741340.60480006,32483309.15489998,32.0,10.0,0.4433843445887968,0.30719592705282406,2001
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,17214969.0,67745147.97519998,12984848.968699997,40.0,10.376003787878787,0.2541136821533259,0.1916720142592864,2001
8,Macroarea de Urbanizacao Consolidada,103096838.0,74010855.4972,30104075.903100003,47.0,10.85,1.392996166675852,0.4067521676497701,2001
0,Fora de MacroÁrea,4258.0,95865.0,3887.0,2.0,19.545833333333334,0.04441662754915767,0.04054660199238513,2011
1,Macroarea de Contencao Urbana e Uso Sustentavel,20199.0,1611648.0,15745.0,3.0,41.43750000000001,0.012533133786037647,0.009769503018028751,2011
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,10563227.0,39738843.448000014,7024079.609300001,28.0,11.01514423076923,0.2658161658333725,0.1767560150181852,2011
3,Macroarea de Estruturacao Metropolitana,126214072.0,145793065.69040015,57145136.20529998,46.0,10.0,0.8657069621405914,0.39196059109320686,2011
4,Macroarea de Preservacao dos Ecossistemas Naturais,31259.0,3469698.0,17976.0,3.0,150.0,0.009009141429599925,0.005180854356776872,2011
5,Macroarea de Qualificacao da Urbanizacao,115788597.0,137738763.3321,59647444.8413,47.0,9.903645833333332,0.8406391505114921,0.43304762870191366,2011
6,Macroarea de Reducao da Vulnerabilidade Urbana,55014683.0,104530705.17610006,34892611.268199995,38.0,10.0,0.526301653732444,0.3338025052965763,2011
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,21344575.0,67413549.41599998,14259941.979499994,40.0,10.0,0.31662143864114745,0.21152931573894446,2011
8,Macroarea de Urbanizacao Consolidada,120775328.0,74146918.4890999,32063894.836899977,40.0,10.77,1.628865102704906,0.4324373216078236,2011
0,Fora de MacroÁrea,3336.0,95865.0,2990.0,2.0,18.69375,0.03479893600375528,0.03118969384029625,2007
1,Macroarea de Contencao Urbana e Uso Sustentavel,15385.0,1304080.0,11688.0,3.0,33.625,0.011797589104962886,0.008962640328814183,2007
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,10467853.0,44672649.84850001,7297064.5237,28.0,11.19,0.23432352984432336,0.16334523580863908,2007
3,Macroarea de Estruturacao Metropolitana,116446782.0,141607274.9126001,56057845.07429999,46.0,10.0,0.8223220316319968,0.39586839806711094,2007
4,Macroarea de Preservacao dos Ecossistemas Naturais,29835.0,3469698.0,15472.0,3.0,150.0,0.008598731071119158,0.00445917771517867,2007
5,Macroarea de Qualificacao da Urbanizacao,112815878.0,146005928.45610008,62204192.27860004,47.0,9.875,0.7726801178071382,0.4260388118233371,2007
6,Macroarea de Reducao da Vulnerabilidade Urbana,51780687.0,106311864.94660005,34417733.191599965,38.0,10.0,0.48706404525975716,0.32374310439279597,2007
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,19929176.0,70907643.09789999,14169624.781899994,40.0,10.2081884057971,0.28105822065590874,0.19983212193834213,2007
8,Macroarea de Urbanizacao Consolidada,113491695.0,74092754.31529987,31205806.31959997,40.0,10.697600000000001,1.53175160039319,0.4211721727445094,2007
0,Fora de MacroÁrea,2942.0,95840.0,2645.0,2.0,17.7125,0.030696994991652755,0.027598080133555927,1998
1,Macroarea de Contencao Urbana e Uso Sustentavel,10205.0,1257263.0,9552.0,3.0,32.7625,0.008116837924921039,0.007597455743150001,1998
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,8737177.0,43680778.91099999,6513503.923799999,28.0,11.5,0.20002337911148707,0.1491160205057544,1998
3,Macroarea de Estruturacao Metropolitana,99965985.0,142851495.75349998,52000502.34690001,46.0,10.0,0.6997895574891154,0.36401790595619965,1998
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3397698.0,15372.0,3.0,97.65416666666667,0.008751513524745283,0.004524239646960972,1998
5,Macroarea de Qualificacao da Urbanizacao,94303060.0,145546714.62040004,57437676.817300044,47.0,10.0,0.6479229726754845,0.3946339631719141,1998
6,Macroarea de Reducao da Vulnerabilidade Urbana,41932761.0,105666019.51180004,29894946.7945,42.0,10.0,0.396842439922867,0.2829192102874808,1998
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,15294249.0,66942796.939499974,11708924.409999996,40.0,10.491477272727272,0.2284674333793117,0.1749093994471432,1998
8,Macroarea de Urbanizacao Consolidada,96258748.0,74018747.98569992,29024947.103499986,90.0,10.936,1.3004644177255842,0.39212966840654306,1998
0,Fora de MacroÁrea,4952.0,95866.0,4205.0,3.0,18.25,0.051655435712348485,0.04386330920242839,2018
1,Macroarea de Contencao Urbana e Uso Sustentavel,20539.0,1573707.0,15991.0,3.0,41.43750000000001,0.013051349457046325,0.01016135786394799,2018
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,13283543.0,45831980.80700001,8400069.373,29.0,11.142857142857142,0.2898313091886087,0.18327964938659252,2018
3,Macroarea de Estruturacao Metropolitana,149562014.0,151684322.9784002,60850806.14239989,46.0,10.0,0.9860083828260722,0.4011674044328564,2018
4,Macroarea de Preservacao dos Ecossistemas Naturais,31723.0,3472518.0,18440.0,3.0,200.0,0.009135445806184446,0.005310267650160488,2018
5,Macroarea de Qualificacao da Urbanizacao,137118936.0,149555301.53739983,66592973.803700045,47.0,9.915364583333332,0.9168443685408917,0.44527324086232345,2018
6,Macroarea de Reducao da Vulnerabilidade Urbana,69419299.0,113272397.0315,39954710.32100005,38.0,10.0,0.6128527409965125,0.35273121579557476,2018
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,25383574.0,74944212.16009995,17028002.027799994,50.0,10.0,0.3386995909140283,0.2272090337199601,2018
8,Macroarea de Urbanizacao Consolidada,130089326.0,74121107.62650001,32953537.88799999,40.0,11.0,1.7550915004606604,0.44459046745570135,2018
0,Fora de MacroÁrea,2277.0,35654.0,2010.0,2.0,6.175,0.06386380209794132,0.05637516127222752,1995
1,Macroarea de Contencao Urbana e Uso Sustentavel,6572.0,1257243.0,6362.0,2.0,40.37857142857143,0.0052273108698954775,0.005060278720979158,1995
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,7593355.0,44354122.87979999,5712596.412699998,28.0,11.500384615384615,0.171198402921371,0.12879516134680824,1995
3,Macroarea de Estruturacao Metropolitana,92812590.0,141384574.91510007,48047485.59269999,46.0,10.0,0.6564548505785229,0.3398354143056411,1995
4,Macroarea de Preservacao dos Ecossistemas Naturais,28921.0,3397698.0,14732.0,3.0,97.65416666666667,0.00851193955436887,0.004335876820129394,1995
5,Macroarea de Qualificacao da Urbanizacao,84809108.0,143889667.09090006,53486818.865500085,47.0,10.0,0.5894037404814007,0.3717210550755574,1995
6,Macroarea de Reducao da Vulnerabilidade Urbana,33545960.0,104307557.02230005,24041241.7465,199.23,10.0,0.32160622832752345,0.23048417998477513,1995
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,11149471.0,67019863.703399986,8418496.082500003,19.0,10.55,0.16636069344071758,0.1256119546849052,1995
8,Macroarea de Urbanizacao Consolidada,89992061.0,72943256.73119994,27653843.804799996,90.0,11.0,1.2337269410882747,0.37911446573747026,1995
0,Fora de MacroÁrea,2942.0,95840.0,2645.0,2.0,17.7125,0.030696994991652755,0.027598080133555927,1997
1,Macroarea de Contencao Urbana e Uso Sustentavel,10205.0,1257263.0,9552.0,3.0,32.7625,0.008116837924921039,0.007597455743150001,1997
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,8747248.0,45081957.16659999,6546881.596,28.0,11.5,0.1940299079668307,0.14522176958302974,1997
3,Macroarea de Estruturacao Metropolitana,98857967.0,143432551.6666001,51688149.58169998,46.0,10.0,0.6892296473243332,0.3603655445093511,1997
4,Macroarea de Preservacao dos Ecossistemas Naturais,29735.0,3397698.0,15372.0,3.0,97.65416666666667,0.008751513524745283,0.004524239646960972,1997
5,Macroarea de Qualificacao da Urbanizacao,92005858.0,145642443.79470003,56830337.12130002,47.0,10.0,0.6317242117256214,0.39020450110964217,1997
6,Macroarea de Reducao da Vulnerabilidade Urbana,41033263.0,106151045.63310003,29681885.1586,199.23,10.0,0.3865554291554242,0.2796193384772895,1997
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,14857820.0,67665939.37969998,11402351.261299998,40.0,10.5,0.21957605460299573,0.16850946526164307,1997
8,Macroarea de Urbanizacao Consolidada,94610509.0,73528498.52339998,28840785.72469998,90.0,10.896785714285715,1.2867189035539845,0.39223955750329353,1997
0,Fora de MacroÁrea,3326.0,95865.0,2925.0,2.0,18.69375,0.034694622646429876,0.030511657017681115,2008
1,Macroarea de Contencao Urbana e Uso Sustentavel,15047.0,1449756.0,11663.0,3.0,40.797321428571436,0.010378987912448715,0.008044802021857471,2008
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,10464698.0,43065930.566400014,7269741.484799999,28.0,11.197282608695652,0.2429924969080906,0.16880493209339453,2008
3,Macroarea de Estruturacao Metropolitana,118925813.0,145367305.87660027,56590443.740499996,46.0,10.0,0.8181056413121808,0.3892927876680787,2008
4,Macroarea de Preservacao dos Ecossistemas Naturais,29835.0,3469698.0,15472.0,3.0,150.0,0.008598731071119158,0.00445917771517867,2008
5,Macroarea de Qualificacao da Urbanizacao,114382481.0,144147950.75340015,62596599.70740006,47.0,9.92,0.7935075067121754,0.43425244257885187,2008
6,Macroarea de Reducao da Vulnerabilidade Urbana,52343325.0,105777881.44390003,34470054.329299964,38.0,10.0,0.4948418732299967,0.32587204299021033,2008
7,Macroarea de Reducao da Vulnerabilidade Urbana e Recuperacao Ambiental,20340249.0,71167543.00819999,14387516.60629999,40.0,10.166666666666668,0.2858079419385938,0.20216402025628802,2008
8,Macroarea de Urbanizacao Consolidada,114576898.0,73637510.9514999,31291594.56189997,40.0,10.797029411764704,1.5559583223211353,0.42494095954043926,2008
0,Fora de MacroÁrea,3227.0,95840.0,2900.0,2.0,18.25,0.033670701168614356,0.030258764607679466,2002
1,Macroarea de Contencao Urbana e Uso Sustentavel,15441.0,1304080.0,11744.0,3.0,33.625,0.01184053125575118,0.009005582479602479,2002
2,Macroarea de Controle e Qualificacao Urbana e Ambiental,9815868.0,44363326.4245,7031017.160999999,28.0,11.4,0.2212608654742154,0.15848714980752804,2002
3,Macroarea de Estruturacao Metropolitana,109432504.0,143933399.4391001,55113899.16870001,46.0,10.0,0.760299585964425,0.38291250942085436,2002
